comentario,Valor,nombreAspecto
lo que mas valoro de upn es la preocupación que tienen por los alumnos en brindarles los servicios mas adecuados para la comodidad y también la aceptabilidad a equipos avanzados para el mejor aprendizaje.,Positivo,Estrategia Académica
la capacidad de los profesores de responder cualquier pregunta sobre el tema a los alumnos.  sugerencia: sería bueno implementar sillas en vez de bancos en los laboratorios de electrónica.,Positivo,Docentes
"en las aulas hay un exceso de alumnos, lo cual no contaos con las maquinas suficientes, asimismo las maquinas se encuentras con problemas de técnicos. ademas los laboratorios no contamos con los reactivos suficientes para realizar la practica.",Negativo,Estrategia Académica
lo capacidad de poder realizar estudios de investigación en sus laboratorios,Positivo,Estrategia Académica
que tiene una buena infraestructura y muy buenos profesores,Positivo,Docentes
"no hay apoyoma la investigacion sol se basan en proyectos nos limitan por que no hay apoyoo dejan al estudiant solo   , eso hace que el estudiante se acostumbre a siempre repetir los royectos de investigacion",Negativo,Estrategia Académica
la buena enseñanza de los docentes y buen y el alto prestigio quemtiene ka universidad .,Positivo,Docentes
"el poder compartir bonitas experiencias, cada dia aprendiendo nuevas cosas de los profesores y compañeros.",Positivo,Docentes
"la experiencia vivida en cada ciclo asi mismo la enseñanza de sus docentes,y atenvion que nos brindan",Positivo,Docentes
la calidad en su organización y enseñanza.,Positivo,Estrategia Académica
un buen trato que nos brindan y la enseñanza academica.,Positivo,Docentes
"la enseñanza, su biblioteca, los talleres que nos proporciona.",Positivo,Estrategia Académica
la calidad educativa que nos brindan .,Positivo,Estrategia Académica
"lo que mas rescato es su plana docente en la mayoria son muy buenos maestros, la infraestructura.",Positivo,Docentes
la forma de compañerismo y cominicacion que se desarrolla ennlas aulas,Positivo,Docentes
la excelencia de los docentes  cuenta con una gran biblioteca y una excelente infraestructura,Positivo,Docentes
"lo que valoro de la universidad es la manera de enseñanza que nos brinda,las comodidades que nos dan, ejemplo .la biblioteca,salas de computación ,laboratorios,etc ;de igual manera  lo que valoro es los trabajo de investigación que estos  tienen una forma de tesis que eso no ayuda mucho para hacer muchos proyectos de investigación para el futuro.",Positivo,Estrategia Académica
mas horas en los cursos complicados,Negativo,Estrategia Académica
la enseñanza recibida y el trato al alumno,Positivo,Docentes
ssu enseñanzas y los conocimientos de parte de los docentes los cuales son efecientes y eficases para mí en cuanto a lo que es mi aprendizaje.,Positivo,Docentes
según mi experiencia valoro la buen atención con los servicios brindados,Positivo,Percepción General
la calidad de infraestructura y enseñanza,Positivo,Docentes
"estudiar en una prestigiosa universidad con convnios internacionales ademas de eso, el  estilo de enseñanza de los docentes y la implementacion de los labotatorios.",Positivo,Docentes
la enseñanza brindada por los docentes,Positivo,Docentes
los nuevos conocimientos que vamos adquiriendo constantemente,Positivo,Estrategia Académica
la cantidad  de alumnos por aula sea menos,Negativo,Estrategia Académica
la calidad de enseñanza y algunos docentes,Positivo,Docentes
los salones y algunos profesores,Positivo,Docentes
atencion cursos,Positivo,Estrategia Académica
las pensiones,Negativo,Percepción General
"las facilidades para tener un mejor apredizaje , como las bibliotecas virtuales, etc.",Positivo,Estrategia Académica
calidas de enseñanza,Positivo,Estrategia Académica
la esnseñanza y los modernos laboratorios.,Positivo,Docentes
"en los cursos virtuales que pretenden implementar.  tampoco contamos con muchos libros y solamente te permiten un sólo libro llevar a casa , no contamos con sala de litigio , y los servicios higiénicos no están limpios , falla en el servicio de copias y cafetin. gracias espero que se mejore el servicio para el bienestar de todos",Negativo,Estrategia Académica
la capacidad de que los docentes lleguen a los estudiantes,Positivo,Docentes
la buena organizacion,Positivo,Percepción General
el tipo de enzeñanza,Positivo,Estrategia Académica
"implementar los laboratorios de concreto y de suelos necesitamos usarlos en horarios extra curriculares, el aforo de estudiantes es demasiado para tan pequeña área.",Negativo,Estrategia Académica
"la enseñanza personalizada, el seguimiento y apoyo que se da a cada alumno respecto a sus promedios y notas",Positivo,Docentes
las facilidades de los horarios y amlos profesores quemspn muy buenos,Positivo,Docentes
hasta ahora todo muy bien,Positivo,Percepción General
la mejor enseñanza de manera practica y docentes con experiencia.,Positivo,Docentes
se puede decir que todo.,Positivo,Percepción General
"en mi carrera, psicología, valoró mucho la variedad  de enfoques  puntos de vista q ofrecen los docentes.  así como la infraestructura de calidad",Positivo,Docentes
con muchas ayuda y flexibilidad en cuanto a las clases,Positivo,Estrategia Académica
"nivel de exigencia. falta de dinámicas inteligentes de aprendizaje: foros, debates, etc.",Negativo,Docentes
la calidad de profesores que tiene en su mayoria.,Positivo,Docentes
la enseñanza que nos imparten diaa a dia cada profesor,Positivo,Docentes
la exigencia de nuestros profesores,Positivo,Percepción General
los profesores ya que en ellos muy aparte de que crear lazos profesor -alummo crewn una amistad,Positivo,Docentes
"la calidad de la enseñanza,  el horario flexible.",Positivo,Docentes
la metodologai de enseñanza,Positivo,Docentes
"es una universidsd que ofrece una gran calidad de servicio, pero debdria mejorar la señal del intermet que ponen en la u.  incrementen el numero de buses upn.",Positivo,Percepción General
la buena enseñanza y la buena coordinacion del profesor hacia el alumno,Positivo,Docentes
los temas que tratamos con todos los docentes,Positivo,Docentes
"los profesores que enseñen bien , no avancen muy rápido y expliquen como sale un ejercicio.",Negativo,Docentes
la enseñanza que nos brinda a cada estudiantr,Positivo,Estrategia Académica
"la educaciom es muy costosa, algunos profesores improvisados. al menos en comunicacion.",Negativo,Docentes
los docentes son bastante buenos la enseñanza es de calidad,Negativo,Docentes
"en atención al cliente es mala, la infraestructura es pequeña, los cupos de cursos se llenan rápido y no coinciden con la cantidad de alumnos existentes.",Negativo,Estrategia Académica
emseñanza,Positivo,Docentes
la calidad de las aulas los servicos y la ifrectutura y a mi profersor,Positivo,Docentes
la experiencia de trabajo en equipo.,Positivo,Estrategia Académica
los proyectos de investigacion,Positivo,Estrategia Académica
mejores docentes e infraestructura.,Negativo,Docentes
"la calidad de enseñanza de algunos profesores, personas  no arcadas de la aulas y los que laboran en la biblioteca",Positivo,Docentes
"aumentaron la pensión y permitieron el ingreso de mas estudiantes pero no amplian sus sedes, meten a 50 alumnos en salones de 35, donde no se puede ni caminar sin topar a alguien, un temblor o incendio y nadie sale; ademas ahora los baños no se mantienen tan limpios como antes.",Negativo,Percepción General
valoro y rescato la buena capacidad y calidad que hay en upn al tener unos docentes de alta categoría.,Positivo,Docentes
lo capacitado que estan los docentes y el apoyo al estudiante ante alguna dificultad,Positivo,Estrategia Académica
la metodología de estudio y la exigencia por parte de los profesores,Positivo,Estrategia Académica
la emseñanza de los profesores y las diferentes actividades que se realiza en mi carrera en relacion con mis cursos,Positivo,Docentes
la buena calidad de los servicios y los excelentes docentes,Positivo,Docentes
la infraestructura y la calidad de estudio,Positivo,Estrategia Académica
"la carrera de  minas  no realiza visitas de estudio,no cuenta von equipos en funcionamiento, no tiene laboratorio",Negativo,Estrategia Académica
profesores e infraestructura y eventos,Negativo,Docentes
en que falta mayor consideracion con el alumnado en cuanto a actividades y reconocimientos,Negativo,Estrategia Académica
"el wifi, los lugares para hacer trabajos,mejores docentes,mas horas de clase,mejorar los cursos virtuales",Negativo,Docentes
el aprendizaje y los concursos,Positivo,Estrategia Académica
la exigencia en algunos cursos.,Positivo,Estrategia Académica
la preocupacion que tienen por cada estudiante.,Positivo,Percepción General
"puedo aprender a interactuar con mis demas compañeros, aprender",Positivo,Percepción General
el empeño de los profesores para que aprendamos,Positivo,Docentes
el empeño de cada docente para transladarnos sus conocimientos y de sus administrativos para realiazar conferencias con personajes reconocidos.,Positivo,Docentes
la buen bolsa de trabajo que la universidad posee al culminar nuestra carrera,Positivo,Percepción General
las experiencias que los profesores nos comparten. porque nos ayudan a conocer y reflexionar en nuestras decisiones,Positivo,Docentes
la calidad de su educacion,Positivo,Estrategia Académica
en calidad de los docentes,Negativo,Docentes
la orientación de cada docente,Positivo,Docentes
la calidad de la enseñanza y que los profesores estan abiertos a las ideas,Positivo,Docentes
"el trato de lpos docentes, siempre con un buen entusiasmo y con esas ganas de enseñar.",Positivo,Docentes
poner mas empeño o dedicacion de parte de los responsables de la universidad cuando se realice cualquier evento que involucre a los alumnos de wa y pregado,Positivo,Estrategia Académica
los profesores no dominan sus temas a veces ni leen las diapositivas que traen y acá lo corrigen,Negativo,Docentes
la buena enseñanza que tienen los profesores.,Positivo,Docentes
la flexibilidad para poder llevar mis cursos y la utilidad del sistema multimedia,Positivo,Estrategia Académica
"la calidad de docentes em la carrera aunque no todos, lo que le reomendaria es que mejore su infraestructura ya que es muy chico para los estudiantes porque a veces no hay sitio para hacer trabajos.",Positivo,Docentes
"en la parte economica, muy caro para la mayoria de personas",Negativo,Percepción General
"la calidad de los profesores , y el trato que tiene hacia nosotros .",Positivo,Docentes
"las clases, la organozacion y los profesores.",Positivo,Estrategia Académica
la metodologia de estudio  las herramientas de estudio,Positivo,Docentes
la exigencia de los profesores y la facilitacion de herramientas de estudio,Positivo,Docentes
la enseñanza es buena y con excelentes profesores.,Positivo,Docentes
